date,customer_id,payment_method,delivery_status,duration,no_of_orders,amount
05/10/2022,bb0ffd21,Transfer,Pickup,,1,3400
05/10/2022,4bfc6860,Transfer,Pickup,,0,1900
05/10/2022,fe82467b,Cash,Delivered,52,0,1900
05/10/2022,ae156630,Transfer,Pickup,,0,3000
05/10/2022,a958e585,Cash,Delivered,54,0,2200
05/10/2022,5caf3a6d,Cash,Delivered,42,0,3800
05/10/2022,d796d0c4,Transfer,Pickup,,0,2600
05/10/2022,643dcc42,Transfer,Pickup,,0,1900
05/10/2022,ec628b4a,Transfer,Pickup,,0,1100
05/10/2022,eea12b77,Transfer,Pickup,,1,2850
05/10/2022,95ec8a9d,Transfer,Pickup,,0,1000
05/10/2022,4a1da6c0,Transfer,Pickup,,0,2700
05/10/2022,43a3d276,Transfer,Delivered,52,0,3200
05/10/2022,3886a8ce,Cash,Delivered,18,0,4900
05/10/2022,4cbdeaac,Transfer,Pickup,,1,3200
05/11/2022,aa2010b0,Cash,Delivered,58,0,2700
05/11/2022,fdc594ba,Cash,Delivered,42,0,2900
05/11/2022,d5b21882,Transfer,Delivered,77,0,3800
05/11/2022,f135e042,Transfer,Delivered,105,0,7800
05/11/2022,6c880782,Transfer,Pickup,,0,4650
05/11/2022,9f5d8ac9,Cash,Delivered,34,1,1450
05/11/2022,a5d232c2,Transfer,Delivered,82,0,1100
05/11/2022,3f20c45e,Transfer,Pickup,,1,750
05/11/2022,fd681250,Transfer,Delivered,119,0,6500
05/11/2022,91edc5d9,Transfer,Delivered,176,0,4600
05/11/2022,be6f707f,Transfer,Delivered,111,0,50200
05/11/2022,5b9ad8d0,Cash,Delivered,119,0,3700
05/11/2022,0739f32d,Transfer,Delivered,94,0,3800
05/11/2022,492ab58f,Transfer,Delivered,16,0,2600
05/11/2022,a0fa86a3,Cash,Delivered,32,0,3800
05/11/2022,41de5a61,Transfer,Pickup,,0,1900
05/11/2022,50086cd6,Transfer,Pickup,,0,2450
05/11/2022,4ac9c2df,Transfer,Delivered,86,0,2700
05/11/2022,b07df396,Cash,Delivered,92,0,2100
05/11/2022,a8931fdf,Cash,Delivered,56,0,4600
05/11/2022,135d182e,Transfer,Pickup,,0,1100
05/11/2022,0b5a772c,Transfer,Delivered,22,0,2600
05/12/2022,72449ae1,Transfer,Delivered,90,3,32600
05/12/2022,b841cb94,Cash,Delivered,80,0,13100
05/12/2022,876446dd,Cash,Delivered,41,1,4550
05/12/2022,a0ec3546,Cash,Delivered,26,0,2700
05/12/2022,7d077265,Cash,Delivered,39,1,1000
05/12/2022,9dcc8b19,Cash,Delivered,102,0,2700
05/12/2022,d7f8f9da,Transfer,Delivered,325,0,2450
05/12/2022,e282825e,Cash,Delivered,99,1,3700
05/12/2022,1a743e44,Transfer,Delivered,38,0,4100
05/12/2022,be0f68e6,Cash,Delivered,39,0,3700
05/12/2022,c68ae45b,Cash,Delivered,140,0,3800
05/12/2022,a999dd76,Cash,Delivered,208,0,1900
05/12/2022,871f5e1c,Transfer,Delivered,167,0,2200
05/12/2022,120a2b09,Transfer,Delivered,115,0,1900
05/12/2022,4a10807d,Transfer,Delivered,77,1,2650
05/12/2022,913f2890,Transfer,Pickup,,0,1900
05/12/2022,6d32a833,Cash,Delivered,42,1,1000
05/12/2022,fd35c54d,Transfer,Cancelled,,0,2700
05/12/2022,fe773472,Cash,Delivered,147,0,3400
05/12/2022,bc7ba196,Cash,Delivered,60,0,1000
05/12/2022,ae6b57ff,Transfer,Pickup,,0,3800
05/12/2022,c1e75982,Cash,Delivered,239,0,2700
05/12/2022,ef438732,Cash,Delivered,213,0,5300
05/12/2022,e4176977,Transfer,Pickup,,0,2700
05/12/2022,d23907c6,Transfer,Delivered,89,0,5300
05/12/2022,91e2c733,Cash,Delivered,16,0,1900
05/12/2022,4d536374,Transfer,Pickup,,1,2000
05/12/2022,29f49e3f,Cash,Delivered,48,1,2000
05/12/2022,750fc0c7,Cash,Delivered,117,0,2600
05/12/2022,1b7ecb87,Transfer,Pickup,,2,2000
05/12/2022,ebf46dc7,Cash,Delivered,38,0,2200
05/12/2022,f6850230,Transfer,Pickup,,2,4100
05/12/2022,e63f14eb,Transfer,Pickup,,0,2700
05/12/2022,5dfcb53e,Transfer,Pickup,,0,2700
05/12/2022,f5c06935,Cash,Delivered,45,0,2700
05/12/2022,731c35c3,Transfer,Pickup,,0,1900
05/12/2022,b9e04b4b,Transfer,Pickup,,0,5700
05/13/2022,81f5a020,Cash,Delivered,8,1,2100
05/13/2022,25f1a973,Cash,Cancelled,,1,1000
05/13/2022,0a207efa,Transfer,Delivered,30,0,1900
05/13/2022,74ad9ec6,Cash,Delivered,105,0,20700
05/13/2022,6cff49c7,Cash,Delivered,143,0,5300
05/13/2022,f7219a2c,Transfer,Delivered,99,0,5200
05/13/2022,b45c21ff,Transfer,Delivered,130,0,10300
05/13/2022,9fd4893d,Cash,Delivered,133,1,750
05/13/2022,c9ea7000,Cash,Delivered,66,0,3700
05/13/2022,a4a3523b,Transfer,Pickup,,1,750
05/13/2022,c0f14a16,Cash,Delivered,138,0,5200
05/13/2022,83151e7c,Transfer,Delivered,79,0,2700
05/13/2022,493cc1ba,Transfer,Pickup,,2,3000
05/13/2022,8fec375e,Cash,Delivered,46,0,2450
05/13/2022,33b281c1,Transfer,Delivered,42,0,3000
05/13/2022,7bc07c24,Transfer,Delivered,93,0,2700
05/13/2022,efc85ec6,Cash,Delivered,31,0,700
05/13/2022,97bcb4be,Transfer,Delivered,50,1,7150
05/13/2022,cbe1bbdf,Transfer,Delivered,29,0,3800
05/13/2022,67684364,Cash,Delivered,176,0,5400
05/13/2022,6382eaa2,Cash,Delivered,140,0,2600
05/13/2022,32fafd35,Transfer,Delivered,197,1,4800
05/13/2022,4397eace,Cash,Delivered,185,0,3000
05/13/2022,e151271f,Transfer,Delivered,162,0,2700
05/13/2022,48fe2a04,Cash,Delivered,169,0,4700
05/13/2022,ad71e1db,Cash,Delivered,99,0,7750
05/13/2022,5e572aea,Transfer,Pickup,,1,3000
05/13/2022,21fa86be,Transfer,Delivered,63,1,1750
05/13/2022,ee2435f3,Cash,Delivered,63,2,1750
05/13/2022,b8e5b515,Transfer,Delivered,197,1,2000
05/13/2022,eb897905,Transfer,Delivered,45,0,2000
05/13/2022,284d1c8e,Transfer,Pickup,,0,5600
05/13/2022,b11939d4,Cash,Delivered,152,0,5300
05/13/2022,a1313fbb,Cash,Delivered,60,0,1900
05/13/2022,f7edfc70,Transfer,Delivered,173,1,2650
05/13/2022,7442b93f,Cash,Delivered,220,1,2650
05/13/2022,cc64c635,Transfer,Pickup,,0,2600
05/13/2022,d65cc4bd,Transfer,Pickup,,0,5450
05/13/2022,0736de77,Cash,Delivered,189,1,3650
05/13/2022,03190f86,Cash,Delivered,140,0,2600
05/13/2022,73c4affa,Cash,Delivered,91,0,2700
05/13/2022,2be116ed,Transfer,Delivered,84,0,1100
05/13/2022,5559b376,Transfer,Pickup,,0,1900
05/13/2022,6d6193b2,Transfer,Delivered,187,0,4600
05/13/2022,774b80c2,Transfer,Pickup,,0,1100
05/13/2022,2088bd1f,Transfer,Pickup,,0,1000
05/13/2022,cd547324,Transfer,Delivered,48,0,1900
05/13/2022,ff806388,Transfer,Pickup,,1,1000
05/14/2022,f4ac78f1,Transfer,Delivered,40,0,2700
05/14/2022,bea125ee,Transfer,Delivered,114,1,41350
05/14/2022,99690101,Transfer,Delivered,41,0,1900
05/14/2022,656c47a3,Cash,Delivered,33,0,1900
05/14/2022,f8d71da5,Cash,Delivered,64,0,2700
05/14/2022,286dec9b,Cash,Delivered,20,0,2900
05/14/2022,ef114584,Cash,Delivered,8,0,2100
05/14/2022,0ac1bbd0,Transfer,Delivered,52,0,2600
05/14/2022,56445b55,Transfer,Delivered,6,0,5400
05/14/2022,b1102e65,Transfer,Delivered,117,0,3800
05/14/2022,ff2dd5be,Cash,Delivered,84,0,11100
05/14/2022,a07b0ef7,Cash,Delivered,116,0,5400
05/14/2022,5e9735d7,Cash,Delivered,421,0,1900
05/14/2022,7653ed71,Cash,Delivered,172,0,1900
05/14/2022,c1312b75,Cash,Delivered,43,1,2950
05/14/2022,51df8c3a,Transfer,Delivered,67,0,5200
05/14/2022,a0730857,Transfer,Delivered,31,0,2700
05/14/2022,cc1586a0,Cash,Delivered,131,0,2700
05/14/2022,a6496ecb,Transfer,Delivered,74,0,10800
05/14/2022,127bbaf5,Cash,Delivered,78,0,3300
05/14/2022,44a955d4,Cash,Delivered,104,0,2450
05/14/2022,6e3135f1,Transfer,Pickup,,0,1700
05/14/2022,1fcace99,Transfer,Delivered,109,0,2700
05/14/2022,1734a855,Transfer,Delivered,95,3,3850
05/14/2022,28212a9c,Cash,Delivered,43,1,1000
05/14/2022,5a2ea96f,Transfer,Delivered,81,0,2450
05/14/2022,4a5c6891,Cash,Delivered,73,0,3000
05/14/2022,fcc8461a,Transfer,Pickup,,1,7200
05/14/2022,5a1a0bf1,Cash,Delivered,85,0,4350
05/14/2022,661aa853,Transfer,Delivered,62,0,2600
05/14/2022,fda9c14e,Transfer,Delivered,86,0,3800
05/14/2022,564cd4e0,Transfer,Delivered,46,0,3900
05/14/2022,38ac77cc,Cash,Delivered,118,0,2600
05/14/2022,2640c540,Transfer,Pickup,,0,4900
05/14/2022,f69acd9a,Cash,Delivered,43,0,2700
05/14/2022,5e81628a,Cash,Delivered,73,0,2700
05/14/2022,ffa9f835,Cash,Delivered,63,0,2600
05/14/2022,77b72433,Transfer,Delivered,50,0,5300
05/14/2022,d0548afb,Cash,Delivered,61,0,2700
05/14/2022,4f0155f8,Transfer,Pickup,,1,1000
05/14/2022,403ebf86,Transfer,Pickup,,0,2700
05/14/2022,11ee4d4a,Transfer,Pickup,,0,2700
05/14/2022,068426a8,Transfer,Delivered,43,0,2700
05/14/2022,70ad0b1c,Cash,Delivered,37,0,2700
05/14/2022,61f6dd86,Transfer,Pickup,,0,7350
05/14/2022,d5b7142a,Cash,Delivered,53,0,2600
05/14/2022,49b6b8f9,Transfer,Pickup,,0,7900
05/14/2022,50d9809a,Transfer,Pickup,,0,1000
05/14/2022,0008fbf9,Transfer,Pickup,,1,3600
05/14/2022,2c7088cc,Cash,Delivered,41,0,2700
05/14/2022,04bf8a4f,Cash,Delivered,42,0,2450
05/14/2022,a7191283,Transfer,Pickup,,1,1000
05/14/2022,b008b161,Transfer,Pickup,,1,1000
05/14/2022,ae4fffe4,Transfer,Pickup,,1,3900
05/14/2022,106eef65,Transfer,Pickup,,0,1700
05/14/2022,5faf4956,Transfer,Pickup,,0,2450
05/14/2022,816260a4,Transfer,Pickup,,1,1000
05/14/2022,72f523b6,Transfer,Pickup,,0,2450
05/14/2022,391bae42,Transfer,Pickup,,1,1000
05/14/2022,ef01b40f,Transfer,Pickup,,0,1900
05/14/2022,4f42aa6c,Transfer,Pickup,,0,1900
05/14/2022,e3bc1b12,Transfer,Pickup,,0,3000
05/16/2022,67c0f912,Transfer,Delivered,30,0,3800
05/16/2022,8a97d5f5,Transfer,Pickup,,0,5700
05/16/2022,d0cb6c62,Cash,Delivered,29,1,1000
05/16/2022,a37fbd3a,Cash,Delivered,39,1,2700
05/16/2022,f6b2f5b2,Transfer,Delivered,58,0,2200
05/16/2022,247c2294,Cash,Delivered,16,0,2600
05/16/2022,2db85249,Cash,Delivered,67,0,3800
05/16/2022,23bdd56e,Cash,Delivered,46,1,1000
05/16/2022,f82bd607,Transfer,Pickup,,0,2700
05/16/2022,0e100b55,Cash,Delivered,47,0,3800
05/16/2022,bfd4f75c,Cash,Delivered,32,0,3000
05/16/2022,cb4f7971,Transfer,Delivered,28,0,1900
05/16/2022,fb338210,Transfer,Pickup,,0,1700
05/16/2022,f7a51a6b,Transfer,Pickup,,0,1000
05/16/2022,93e6952d,Cash,Delivered,27,0,1100
05/16/2022,27276b5e,Transfer,Pickup,,1,1000
05/16/2022,29a3cd94,Transfer,Delivered,,0,2600
05/16/2022,9a6d1f9b,Cash,Delivered,27,0,3700
05/16/2022,2eeb44fb,Cash,Delivered,32,2,2000
05/16/2022,79c890ad,Transfer,Pickup,,1,1000
05/16/2022,704b43aa,Transfer,Delivered,38,3,3000
05/16/2022,ba936e91,Transfer,Pickup,,0,1700
05/16/2022,16d0d098,Transfer,Pickup,,2,4600
05/16/2022,22667538,Transfer,Pickup,,0,1700
05/16/2022,c0707c97,Transfer,Pickup,,0,2800
05/16/2022,579128d9,Transfer,Pickup,,2,2000
05/17/2022,a005123c,Cash,Delivered,24,0,2700
05/17/2022,c0e1dfd1,Transfer,Pickup,,1,2100
05/17/2022,6038089b,Cash,Delivered,70,0,3700
05/17/2022,d10e9bf8,Cash,Delivered,28,2,2000
05/17/2022,8b81e4ee,Transfer,Pickup,,0,2600
05/17/2022,b0137769,Cash,Delivered,77,1,5600
05/17/2022,adaee650,Transfer,Delivered,44,0,5400
05/17/2022,7ee3acf7,Cash,Delivered,49,1,3200
05/17/2022,1336a62a,Transfer,Pickup,,0,1700
05/17/2022,6c16775c,Cash,Delivered,28,1,2000
05/17/2022,ae7b8d2e,Transfer,Delivered,19,0,2900
05/17/2022,bb09561f,Cash,Delivered,35,1,3200
05/17/2022,1cf144f1,Transfer,Delivered,26,0,1900
05/17/2022,be857313,Cash,Delivered,24,1,3000
05/17/2022,4477844c,Transfer,Pickup,,1,1000
05/17/2022,a48e3248,Cash,Delivered,23,1,1000
05/17/2022,6e28e28f,Transfer,Pickup,,1,7000
05/17/2022,16db2c66,Transfer,Delivered,41,0,2600
05/17/2022,e5b38c78,Transfer,Pickup,,1,1000
05/17/2022,f2e01a34,Transfer,Pickup,,1,1000
05/17/2022,e54c04ed,Transfer,Delivered,29,0,3300
05/17/2022,4969758c,Transfer,Pickup,,1,1000
05/17/2022,44a85659,Transfer,Delivered,52,0,13500
05/17/2022,08fcd006,Transfer,Pickup,,0,1100
05/17/2022,ef74539b,Cash,Delivered,32,0,2200
05/17/2022,0b982815,Cash,Delivered,43,0,1900
05/17/2022,6b95ceb0,Transfer,Pickup,,2,4450
05/17/2022,185bbd2f,Cash,Delivered,18,0,5150
05/17/2022,aba1ec2f,Cash,Delivered,38,1,1000
05/17/2022,e85e27e8,Transfer,Pickup,,1,3900
05/17/2022,6c52f2ea,Transfer,Pickup,,1,2900
05/18/2022,8ba2bcc3,Transfer,Delivered,17,1,4550
05/18/2022,6ee03f1a,Cash,Delivered,32,1,2700
05/18/2022,1426783a,Transfer,Delivered,25,2,1750
05/18/2022,ec103bba,Transfer,Delivered,28,0,7500
05/18/2022,2177fb8a,Transfer,Delivered,59,1,17800
05/18/2022,a6f68399,Cash,Delivered,34,1,3700
05/18/2022,7b935fe4,Cash,Delivered,40,1,2000
05/18/2022,80ce958f,Cash,Delivered,102,0,2700
05/18/2022,1802e01b,Transfer,Delivered,106,0,3000
05/18/2022,6b85b583,Cash,Delivered,82,0,1700
05/18/2022,a4d19e67,Cash,Delivered,33,0,2900
05/18/2022,0c8ce8b6,Cash,Delivered,47,1,15000
05/18/2022,89ee0b22,Cash,Delivered,18,0,2450
05/18/2022,67b62770,Cash,Delivered,26,2,2000
05/18/2022,7f6dafba,Cash,Delivered,65,1,7100
05/18/2022,006e3173,Cash,Delivered,23,0,2600
05/18/2022,a5fc6167,Transfer,Delivered,21,0,5400
05/18/2022,28d6a1d4,Transfer,Pickup,,0,7350
05/18/2022,0add2098,Cash,Delivered,69,0,2200
05/18/2022,b85a2971,Transfer,Pickup,,2,2000
05/18/2022,ba832947,Transfer,Delivered,26,0,2200
05/18/2022,488f14ce,Transfer,Delivered,33,0,4000
05/18/2022,d02df4c4,Transfer,Pickup,,0,4500
05/18/2022,edda7f6c,Transfer,Pickup,,1,1000
05/18/2022,265b37c9,Transfer,Pickup,,2,2000
05/18/2022,5b88d878,Cash,Delivered,32,1,1500
05/18/2022,878e1968,Transfer,Pickup,,1,3700
05/18/2022,97369faa,Transfer,Pickup,,0,3800
05/18/2022,211b2c2f,Transfer,Pickup,,1,1000
05/19/2022,07ae7be3,Transfer,Delivered,256,0,21600
05/19/2022,e69cea6c,Cash,Delivered,20,0,1900
05/19/2022,66100df2,Transfer,Delivered,47,0,2700
05/19/2022,f4acbc04,Transfer,Delivered,85,1,3650
05/19/2022,2765287d,Transfer,Delivered,100,1,2450
05/19/2022,80b8c736,Cash,Delivered,34,1,9800
05/19/2022,7f014be5,Transfer,Delivered,55,1,14000
05/19/2022,b28f11a1,Transfer,Delivered,45,0,8100
05/19/2022,69618f14,Transfer,Delivered,27,1,1500
05/19/2022,d6bab6aa,Cash,Delivered,42,0,2450
05/19/2022,f20152e7,Transfer,Delivered,83,0,1900
05/19/2022,a758360c,Transfer,Delivered,83,0,3800
05/19/2022,6efa6b77,Transfer,Pickup,,1,750
05/19/2022,2fd21cad,Cash,Delivered,18,3,3000
05/19/2022,f18d9c67,Transfer,Delivered,85,0,1700
05/19/2022,cf478ff7,Transfer,Delivered,48,0,3700
05/19/2022,051a92ae,Cash,Delivered,36,0,2700
05/19/2022,99727cdb,Cash,Delivered,46,2,2000
05/19/2022,c4dcb9e6,Transfer,Pickup,,1,5500
05/19/2022,56fb6e1f,Cash,Delivered,114,0,3800
05/19/2022,b63494fe,Cash,Delivered,77,1,2900
05/19/2022,788550e0,Transfer,Pickup,,2,2000
05/19/2022,f79b7de4,Transfer,Pickup,,1,2900
05/19/2022,c39ba5f5,Cash,Delivered,160,1,1000
05/19/2022,9dd9ed4f,Transfer,Pickup,,0,4350
05/19/2022,6a51ebab,Transfer,Pickup,,0,3550
05/19/2022,57f6b45a,Transfer,Cancelled,,0,2700
05/19/2022,b60b3d4b,Transfer,Pickup,,0,1000
05/19/2022,18d7c33e,Transfer,Pickup,,0,12400
05/19/2022,cfcd6f13,Transfer,Pickup,,0,1700
05/19/2022,e9f36b2e,Transfer,Delivered,37,1,2100
05/19/2022,5cf32a1a,Cash,Delivered,114,0,6300
05/19/2022,a6fb388c,Transfer,Pickup,,0,3800
05/19/2022,4244cef5,Cash,Delivered,,1,2100
05/19/2022,1557ca44,Transfer,Delivered,43,2,2000
05/19/2022,91b81c66,Transfer,Delivered,30,0,2200
05/19/2022,15df4da6,Transfer,Pickup,,1,2100
05/19/2022,5c92e6c7,Transfer,Pickup,,0,2200
05/19/2022,f9a67d81,Transfer,Pickup,,2,2000
05/19/2022,4cad5c22,Transfer,Pickup,,1,1000
05/20/2022,d6664f35,Transfer,Delivered,18,0,2700
05/20/2022,b8549e24,Transfer,Delivered,155,2,23150
05/20/2022,01eeaa81,Transfer,Delivered,163,1,750
05/20/2022,9516b4a6,Cash,Delivered,41,0,6800
05/20/2022,30c0d754,Transfer,Pickup,,0,2700
05/20/2022,bacd1c3a,Transfer,Delivered,46,0,2200
05/20/2022,88727c5d,Cash,Delivered,81,0,10300
05/20/2022,51cb72f6,Cash,Delivered,38,0,1900
05/20/2022,e5245e80,Transfer,Pickup,,0,2700
05/20/2022,d16c0d2f,Cash,Delivered,386,0,9050
05/20/2022,9866399f,Cash,Delivered,185,0,2700
05/20/2022,678c6fae,Transfer,Delivered,44,0,5200
05/20/2022,a9935c66,Transfer,Pickup,,0,4600
05/20/2022,0a27f696,Cash,Delivered,33,1,11500
05/20/2022,a249edaf,Cash,Delivered,21,0,2200
05/20/2022,625f2dd6,Cash,Delivered,55,0,11500
05/20/2022,df58f6ef,Cash,Delivered,27,0,10300
05/20/2022,881e9c10,Transfer,Delivered,29,1,2450
05/20/2022,459fa1f8,Cash,Delivered,86,0,5300
05/20/2022,7f8006d4,Cash,Delivered,70,0,2700
05/20/2022,cd1a4428,Transfer,Delivered,100,0,2600
05/20/2022,312d72db,Transfer,Delivered,44,0,5300
05/20/2022,290024d0,Transfer,Delivered,28,0,3700
05/20/2022,4dbd656f,Transfer,Delivered,52,0,2600
05/20/2022,a49f1a0c,Transfer,Pickup,,0,1100
05/20/2022,157427af,Transfer,Pickup,,0,2700
05/20/2022,37d064a7,Transfer,Pickup,,1,1000
05/20/2022,424e1468,Cash,Delivered,42,0,2600
05/20/2022,9db46f74,Cash,Delivered,36,0,2700
05/20/2022,7df331a7,Transfer,Delivered,17,0,8100
05/20/2022,8319548c,Cash,Delivered,115,0,2700
05/20/2022,90749974,Transfer,Delivered,84,0,5300
05/20/2022,79ca4c00,Cash,Delivered,46,0,5150
05/20/2022,43b8783a,Transfer,Pickup,,0,2700
05/20/2022,71446919,Transfer,Pickup,,0,2700
05/20/2022,4a81a24c,Cash,Delivered,53,0,1900
05/20/2022,d62f4997,Transfer,Pickup,,1,4700
05/20/2022,0d4c0706,Transfer,Delivered,24,0,4800
05/20/2022,debe9d04,Transfer,Pickup,,1,1000
05/20/2022,530781db,Cash,Delivered,48,0,2700
05/20/2022,cd0ba3f4,Transfer,Pickup,,0,2900
05/21/2022,544ed29a,Cash,Delivered,185,0,1900
05/21/2022,4fc40cc9,Cash,Delivered,64,0,2600
05/21/2022,ed50bb9e,Cash,Delivered,44,1,3600
05/21/2022,877dd8a8,Cash,Delivered,95,1,1000
05/21/2022,a17d8cbe,Transfer,Pickup,,2,1750
05/21/2022,59d61d07,Cash,Delivered,215,1,3600
05/21/2022,cc6b9fef,Cash,Delivered,425,0,1100
05/21/2022,8d7ad99b,Transfer,Pickup,,1,4900
05/21/2022,41898849,Cash,Delivered,103,0,3300
05/21/2022,f99e3414,Transfer,Pickup,,0,2200
05/21/2022,585cfa47,Transfer,Pickup,,1,3000
05/21/2022,d253cbcf,Transfer,Delivered,129,0,2700
05/21/2022,d179afbb,Cash,Delivered,90,0,2600
05/21/2022,a03f019e,Transfer,Delivered,49,0,3800
05/21/2022,814bcc37,Transfer,Pickup,,1,2900
05/21/2022,b70358c7,Transfer,Pickup,,0,2700
05/21/2022,65858698,Cash,Delivered,57,3,3000
05/21/2022,61565864,Transfer,Delivered,121,0,2600
05/21/2022,e0b819e5,Transfer,Delivered,,0,2900
05/21/2022,7da48dc3,Transfer,Delivered,62,0,3700
05/21/2022,b99c4160,Transfer,Pickup,,1,2900
05/21/2022,d13195b3,Transfer,Pickup,,0,2700
05/21/2022,190ec783,Transfer,Delivered,150,0,4600
05/21/2022,f3b54e7a,Cash,Delivered,76,1,1000
05/21/2022,cf09e75f,Cash,Delivered,92,0,2600
05/21/2022,d0f69a62,Cash,Delivered,41,0,3550
05/21/2022,5c2c8543,Cash,Delivered,40,1,8700
05/21/2022,6b0652dd,Transfer,Delivered,134,0,5050
05/21/2022,96ec87f7,Cash,Delivered,97,0,4500
05/21/2022,bcc352fd,Cash,Delivered,85,0,5300
05/21/2022,c1a1cbc2,Transfer,Delivered,94,0,2700
05/21/2022,737aba36,Transfer,Delivered,127,0,13500
05/21/2022,cd6b7fef,Transfer,Delivered,152,1,1000
05/21/2022,2e05d06a,Cash,Delivered,120,0,2200
05/21/2022,9dc9e85c,Transfer,Pickup,,0,2600
05/21/2022,29f929af,Cash,Delivered,199,1,2650
05/21/2022,f5e2cd3c,Transfer,Pickup,,0,2700
05/21/2022,ca8ef0f8,Transfer,Pickup,,0,2700
05/21/2022,5b071a19,Cash,Delivered,64,0,4800
05/21/2022,5b307da4,Transfer,Delivered,71,1,2650
05/21/2022,7c7472e7,Transfer,Pickup,,0,5400
05/21/2022,6721977d,Cash,Delivered,100,1,3450
05/21/2022,6eb5be65,Transfer,Pickup,,1,4700
05/21/2022,2b120a8c,Transfer,Pickup,,1,4450
05/21/2022,5db1ef0e,Transfer,Pickup,,1,1000
05/21/2022,1a80756b,Cash,Delivered,156,2,2000
05/21/2022,e3a88ca4,Transfer,Pickup,,0,1900
05/21/2022,6c236ced,Transfer,Delivered,118,0,2600
05/21/2022,594fbea7,Transfer,Delivered,59,0,1900
05/21/2022,bc3c6251,Transfer,Delivered,136,0,5400
05/21/2022,9c3fe397,Transfer,Pickup,,1,750
05/21/2022,5409e963,Cash,Delivered,138,0,1900
05/21/2022,a114f0e6,Transfer,Delivered,135,0,2600
05/21/2022,b0c544f1,Transfer,Delivered,78,0,1900
05/21/2022,de6e2554,Cash,Delivered,129,0,10200
05/21/2022,c4f15e3e,Transfer,Pickup,,1,2000
05/21/2022,2978cda5,Transfer,Pickup,,0,2450
05/21/2022,d27f8aab,Transfer,Pickup,,0,8150
05/21/2022,f43b23df,Transfer,Pickup,,0,2700
05/21/2022,f5b0c334,Transfer,Pickup,,0,3550
05/21/2022,3da088fc,Transfer,Pickup,,1,3700
05/23/2022,bde03196,Transfer,Delivered,40,0,2600
05/23/2022,ab989e71,Transfer,Delivered,107,2,25150
05/23/2022,dcce3a3f,Transfer,Pickup,,1,1000
05/23/2022,bcaf0738,Cash,Delivered,130,2,2000
05/23/2022,c4d15fe8,Transfer,Delivered,79,2,2750
05/23/2022,4899cc5e,Cash,Delivered,38,2,2000
05/23/2022,64c4af8f,Cash,Delivered,35,2,2000
05/23/2022,7298b221,Transfer,Delivered,98,1,3600
05/23/2022,53e18ca8,Transfer,Delivered,181,0,2600
05/23/2022,0d5ffa81,Cash,Delivered,85,0,2600
05/23/2022,1a2d0b7f,Cash,Delivered,79,0,2600
05/23/2022,52ed5dfb,Cash,Delivered,41,0,2700
05/23/2022,a1ff37d1,Transfer,Delivered,89,1,4600
05/23/2022,d34e3929,Transfer,Delivered,53,0,4000
05/23/2022,b6acf062,Cash,Delivered,56,0,1700
05/23/2022,f84a3c0c,Cash,Delivered,20,0,2700
05/23/2022,19c3346e,Transfer,Delivered,31,0,2900
05/23/2022,51561503,Cash,Delivered,26,0,2600
05/23/2022,a5cd0e91,Transfer,Pickup,,2,2000
05/23/2022,af65e143,Transfer,Delivered,29,0,2200
05/23/2022,098b7e84,Cash,Delivered,30,0,1900
05/23/2022,936f675a,Transfer,Pickup,,0,4900
05/23/2022,6319021a,Transfer,Pickup,,1,1000
05/23/2022,80e85a09,Transfer,Pickup,,1,1000
05/23/2022,cde8a67f,Transfer,Pickup,,0,1900
05/23/2022,d78d306e,Transfer,Pickup,,0,2700
05/24/2022,5b2ac3f3,Transfer,Delivered,21,0,2600
05/24/2022,21814dae,Transfer,Delivered,25,0,8400
05/24/2022,d81fc69b,Transfer,Delivered,58,0,2200
05/24/2022,7ca18448,Transfer,Pickup,,0,5400
05/24/2022,cb83aaa9,Transfer,Delivered,21,0,2900
05/24/2022,6bee342a,Cash,Delivered,28,1,1850
05/24/2022,a8c30dca,Transfer,Delivered,49,0,9500
05/24/2022,f082882d,Cash,Delivered,109,3,2750
05/24/2022,f754fbd9,Cash,Delivered,72,1,3200
05/24/2022,0ce29a19,Cash,Delivered,62,0,5600
05/24/2022,14a2d813,Cash,Delivered,17,1,2000
05/24/2022,91c27d91,Cash,Delivered,37,0,1900
05/24/2022,e99a0af3,Transfer,Delivered,15,0,4900
05/24/2022,5504763e,Cash,Delivered,72,0,2600
05/24/2022,f09954f3,Transfer,Pickup,,1,1000
05/24/2022,4accdff3,Transfer,Delivered,39,2,3000
05/24/2022,e725eae1,Cash,Delivered,48,0,6400
05/24/2022,b96e8b65,Cash,Delivered,96,0,2200
05/24/2022,8ef2c1e4,Transfer,Delivered,35,0,5400
05/24/2022,43da90ab,Transfer,Delivered,48,2,2000
05/24/2022,a586ad86,Transfer,Delivered,89,0,5400
05/24/2022,676ae055,Cash,Delivered,54,0,5300
05/24/2022,4f7432ed,Cash,Delivered,8,0,5600
05/24/2022,698f13bf,Cash,Delivered,116,0,1900
05/24/2022,55e03659,Transfer,Delivered,66,1,5350
05/24/2022,74574188,Cash,Delivered,106,0,2700
05/24/2022,e142e980,Cash,Delivered,40,0,3000
05/24/2022,ae50db8e,Cash,Delivered,79,0,3000
05/24/2022,95209837,Transfer,Pickup,,0,2700
05/24/2022,9ee5d777,Transfer,Pickup,,0,2200
05/24/2022,bc2e3e55,Transfer,Pickup,,0,3000
